Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"van den Bogaerde B., de Lange R.",Healthcare accessibility and the role of sign language interpreters,2014,Investigations in Healthcare Interpreting,,,,326,358,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949294016&partnerID=40&md5=725445063954edd7656c6d7b40b6d7e8,"University of New South Wales, Sydney, NSW, Australia",-33.917347,151.2312675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.917347,151.2312675
"Guerrero C.L., Hernán B.T.",Medical interpretation and intercultural mediation: Problems and resources in the field of in vitro fertilization [Interpretación médica y mediación intercultural: Dificultades y recursos en el campo de la fecundación in vitro],2014,Panacea,15,40,,258,263,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921462314&partnerID=40&md5=bf2a9567e27671ef156ff70fd0656bda,"School of Linguistics and Applied Language Studies, Victoria University of Wellington, PO Box 600, Wellington 6140, New Zealand",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Zuo J.,Image schemata and visualisation in simultaneous interpreting training,2014,Interpreter and Translator Trainer,8,2,,204,216,,,10.1080/1750399X.2014.908553,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923264973&doi=10.1080%2f1750399X.2014.908553&partnerID=40&md5=04c00d7a252750a1855f13787c7cdfab,"Universidad Católica de Temuco, Chile",-38.7376754,-72.6011887,,"Universidad de Concepción, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.7376754,-72.6011887
"Stone C., Russell D.",Conference interpreting and interpreting teams,2014,Deaf Interpreters at Work: International Insights,,,,140,156,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920127629&partnerID=40&md5=43e19f7f7580542791ff711330f309c4,"Professional Signed Language Interpreter Vienna, Austria",ZERO_RESULTS,ZERO_RESULTS,,"Professional Signed Language Interpreter Munich, Germany",,"Magdeburg-Stendal University of Applied Sciences, Magdeburg, Germany",,"Professional Signed Language Interpreter, Cologne, Germany",,"Professional Signed Language Interpreter, Munich, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Cheung A.K.F.,The use of reported speech and the perceived neutrality of court interpreters,2014,Interpreting,16,2,,191,208,,,10.1075/intp.16.2.03che,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929175690&doi=10.1075%2fintp.16.2.03che&partnerID=40&md5=7a45ec17c22f25b0a414d17e6b280024,"Postdoctoral Fellow in Psychiatry, Emory University School of Medicine, Georgia State University, 748 Livingston Place, Decatur, GA, United States",ZERO_RESULTS,ZERO_RESULTS,,"Dept. of Counseling and Human Development, DePaul University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Chang C.-C., Wu M.M.-C.",Non-native English at international conferences Perspectives from Chinese-English conference interpreters in Taiwan,2014,Interpreting,16,2,,169,190,,,10.1075/intp.16.2.02cha,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929179108&doi=10.1075%2fintp.16.2.02cha&partnerID=40&md5=4e16eaacedf2444fbd96d8996860bc60,"Subfaculteit Taal and Communicatie, KU Leuven, Sint-Andriesstraat 2, Belgium",ZERO_RESULTS,ZERO_RESULTS,,"Institute of Translation Studies, Charles University in Prague, Czech Republic",,"Department of Psycholinguistics, Universite Catholique de Louvain, Louvain-la-Neuve, Belgium",,"Department of Experimental Psychology, Ghent University, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Bakti M., Bóna J.",Source language-related erroneous stress placement in the target language output of simultaneous interpreters,2014,Interpreting,16,1,,34,48,,,10.1075/intp.16.1.03bak,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905233726&doi=10.1075%2fintp.16.1.03bak&partnerID=40&md5=19077dd2c3a6038b49ca76c8b1385a59,"Utrecht University of Applied Sciences, Utrecht, Netherlands",52.103596,5.1056661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.103596,5.1056661
"Christodoulides G., Lenglet C.",Prosodic correlates of perceived quality and fluency in simultaneous interpreting,2014,Proceedings of the International Conference on Speech Prosody,,,,1002,1011,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904596254&partnerID=40&md5=1ac4efe9761a8506cd7dc689e36abcb5,"Intérprete Médico en Ginefiv, Madrid, Spain",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Bontempo K., Napier J., Hayes L., Brashear V.",Does personality matter? An international study of sign language interpreter disposition,2014,Translation and Interpreting,6,1,,23,46,,3,ti.106201.2014.a02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898475973&doi=ti.106201.2014.a02&partnerID=40&md5=87f2e051021bad6596d458081f904d80,"College of International Studies, Southwest University, Chongqing, China",29.8182942,106.4199687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8182942,106.4199687
McDermid C.,Cohesion in english to ASL simultaneous interpreting,2014,Translation and Interpreting,6,1,,76,101,,,10.12807/ti.106201.2014.a05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987926242&doi=10.12807%2fti.106201.2014.a05&partnerID=40&md5=c2348694616051005045cfadb90d44dc,"Department of Interpretation, Gallaudet University, Washington, DC, United States",38.908422,-76.9923875,,"Western Canadian Centre of Deaf Studies, Educational Psychology, University of Alberta, Edmonton, AB, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.908422,-76.9923875
Lee S.-B.,An Interpreting Self-Efficacy (ISE) scale for undergraduate students majoring in consecutive interpreting: Construction and preliminary validation,2014,Interpreter and Translator Trainer,8,2,,183,203,,,10.1080/1750399X.2014.929372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923226261&doi=10.1080%2f1750399X.2014.929372&partnerID=40&md5=09318ca2057108d42197ac6cad337fb3,"Department of Chinese and Bilingual Studies, Hong Kong Polytechnic University, Kowloon, Hong Kong",22.3028474,114.1784191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3028474,114.1784191
Dean R.K.,Condemned to repetition? An analysis of problem-setting and problem-solving in sign language interpreting ethics,2014,Translation and Interpreting,6,1,,60,75,,,10.12807/ti.106201.2014.a04,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987923371&doi=10.12807%2fti.106201.2014.a04&partnerID=40&md5=2757cd3df676b59bf5a9fc0eb295180d,"Department of Foreign Languages and Literatures, National Taiwan University, No. 1, Sec. 4, Roosevelt Road, Taipei, Taiwan",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Shanikat F.A.-H.,Assessing the level of performance of sign language interpreters from impaired hearing students' perspectives at public and private Jordanian universities,2014,International Education Studies,7,12,,53,69,,,10.5539/ies.v7n12p53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911998305&doi=10.5539%2fies.v7n12p53&partnerID=40&md5=f47cacc0ff46293baa0490b66c2c2ff5,"Juhász Gyula Faculty of Education, Department of Modern Languages and Cultures, University of Szeged, Hattyas utca 10, H-6725 Szeged, Hungary",ZERO_RESULTS,ZERO_RESULTS,,"Eötvös Loránd University, Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"De Wit M., Sluis I.",Sign language interpreter quality: The perspective of deaf sign language users in the Netherlands,2014,Interpreters Newsletter,,19,,63,85,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920169466&partnerID=40&md5=04ad0afe688f4a479318dfa8a7d48592,"Centre Valibel, Institute for Language and Communication, University of Louvain, Belgium",ZERO_RESULTS,ZERO_RESULTS,,"Department for Specialized Translation and Terminology, FTI-EII, University of Mons, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
McDermid C.,Cohesion in English to ASL simultaneous interpreting,2014,Translation and Interpreting,6,1,,76,101,,,ti.106201.2014.a05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898410203&doi=ti.106201.2014.a05&partnerID=40&md5=f117225d3cc661fe5ce2fcbbf592521f,"Macquarie University, Australia",-33.7738237,151.1126498,,"Heriot-Watt University, United Kingdom",,"Eastern Kentucky University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7738237,151.1126498
Dean R.K.,Condemned to repetition? An analysis of problem-setting and problem-solving in sign language interpreting ethics,2014,Translation and Interpreting,6,1,,60,75,,1,ti.106201.2014.a04,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898481162&doi=ti.106201.2014.a04&partnerID=40&md5=efcb02a898c128eb495976fa1e7ec3f8,"National Technical Institute for the Deaf, United States",43.0871444,-77.668335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0871444,-77.668335
"Chabasse C., Kader S.",Putting interpreting admissions exams to the test: The MA KD Germersheim Project,2014,Interpreting,16,1,,19,33,,1,10.1075/intp.16.1.02cha,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905269112&doi=10.1075%2fintp.16.1.02cha&partnerID=40&md5=d989e062596dbb83debb4771ca367e3f,"Department of English Interpretation and Translation, Hankuk University of Foreign Studies (HUFS), Seoul, South Korea",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Hiltunen S., Pääkkönen R., Vik G.-V., Krause C.M.",On interpreters’ working memory and executive control,2014,International Journal of Bilingualism,20,3,,297,314,,,10.1177/1367006914554406,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971525498&doi=10.1177%2f1367006914554406&partnerID=40&md5=32fb2d99f0a015043d410935ca71627a,"Heriot-Watt University, United Kingdom",55.9096602,-3.3203494,,"University of Rochester, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9096602,-3.3203494
Lee T.,Using computer-assisted interpreter training methods in Korean undergraduate English classrooms,2014,Interpreter and Translator Trainer,8,1,,102,122,,,10.1080/1750399X.2014.908560,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923227052&doi=10.1080%2f1750399X.2014.908560&partnerID=40&md5=d6e68c570e1c322c7b1e17d28996808b,"The world Islamic Sciences and Education University, Jordan",32.0123661,35.9356661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0123661,35.9356661
Baixauli-Olmos L.,"Rediscovering codes of conduct for medical PSIs (Public Service Interpreters): Culture, dilemmas and the interpreter's role [Redescubriendo los códigos de conducta para la ISP médica: Cultura, dilemas y papel profesional]",2014,Panacea,15,40,,198,217,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921484791&partnerID=40&md5=f6a8376a0ad46de19d0c7e8923cb8305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angermeyer P.S.,Monolingual ideologies and multilingual practices in small claims court: the case of Spanish-speaking arbitrators,2014,International Journal of Multilingualism,11,4,,430,448,,1,10.1080/14790718.2014.944531,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907591543&doi=10.1080%2f14790718.2014.944531&partnerID=40&md5=b3c014d4313964c039cab726458ecd77,"National Technical Institute for the Deaf, United States",43.0871444,-77.668335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0871444,-77.668335
"Brück P., Schaumberger E.",Deaf interpreters in Europe: A glimpse into the cradle of an emerging profession,2014,Interpreters Newsletter,,19,,87,109,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920145951&partnerID=40&md5=29a22b7c32009c16ab0cc3384841ca44,"Heriot-Watt University, United Kingdom",55.9096602,-3.3203494,,"University of Rochester, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9096602,-3.3203494
Bell S.P.,What Does Silence Signify? Investigating the Rhetoric of Silence in Berghuis v. Thompkins,2014,Western Journal of Communication,78,2,,175,193,,,10.1080/10570314.2013.835066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894521366&doi=10.1080%2f10570314.2013.835066&partnerID=40&md5=5d1bef1f9c502cecd450a52df8b62f1d,"Johannes Gutenberg University Mainz, FTSK/FB 06, Department of Intercultural German Studies, An der Hochschule 2, 76726 Germersheim, Germany",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
Adessi G.,"Interpretive methods of statutory meaning: Elements, issues, and analyses",2014,"Interpretive Methods of Statutory Meaning: Elements, Issues, and Analyses",,,,1,130,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948734996&partnerID=40&md5=9da1edab9ae7f4523e488025f6aec223,"Institute of Behavioral Sciences, University of Helsinki, Finland",60.1726348,24.9510419,,"Municipality of Sipoo, Finland",,"Faculty of Philosophy, University of Vaasa, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1726348,24.9510419
Krystallidou D.,Gaze and body orientation as an apparatus for patient inclusion into/exclusion from a patient-centred framework of communication,2014,Interpreter and Translator Trainer,8,3,,399,417,,2,10.1080/1750399X.2014.972033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923253997&doi=10.1080%2f1750399X.2014.972033&partnerID=40&md5=832876e4527062a4fbaa0482392440d9,"Department of English Language and Cultures, Hanyang University, 55 Hanyangdaehak-ro, Sangnok-gu, Ansan, Gyeonggi-do, South Korea",ZERO_RESULTS,ZERO_RESULTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Moloi K.C., Motaung R.R.",Admission of and service provision for Deaf students at a University of Technology,2014,Mediterranean Journal of Social Sciences,5,10 SPEC. ISSUE,,370,375,,,10.5901/mjss.2014.v5n10p370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901913291&doi=10.5901%2fmjss.2014.v5n10p370&partnerID=40&md5=310281366c40ad58e7364980f150e458,"Universidad de Lousville, Kentucky, United States",38.2120342,-85.7572649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2120342,-85.7572649
Pillay A.,Revisiting the indian experience of economic and social rights adjudication: The need for a principled approach to judicial activism and restraint,2014,International and Comparative Law Quarterly,63,2,,385,408,,,10.1017/S0020589314000074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899755979&doi=10.1017%2fS0020589314000074&partnerID=40&md5=7dae655089ebf7d9aba4c9d73d18157d,"Department of Languages, Literatures, and Linguistics, York University, 4700 Keele Street, Toronto, ON, Canada",43.7734535,-79.5018684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7734535,-79.5018684
"Guinier L., Torres G.",Changing the wind: Notes toward a demosprudence of law and social movements,2014,Yale Law Journal,123,8,,2740,2804,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902771340&partnerID=40&md5=80102f4587f9d62e18a4ede89b60b62e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tebble H.,A genre-based approach to teaching dialogue interpreting: The medical consultation,2014,Interpreter and Translator Trainer,8,3,,418,436,,,10.1080/1750399X.2014.972651,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923220912&doi=10.1080%2f1750399X.2014.972651&partnerID=40&md5=3cb69f3f476e665a53bbb6dcbd7b7aee,"Department of Communication Studies, University of Minnesota Twin Cities, United States",44.97399,-93.2277285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.97399,-93.2277285
Konopka E.J.,"Hey, that’s cheating! the misuse of the irreparable injury rule as a shortcut to preclude unjust-enrichment claims",2014,Columbia Law Review,114,8,,2045,2086,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919633232&partnerID=40&md5=c0a8703e86f552c45387990707b3db7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicodemus B., Swabey L., Taylor M.M.",Preparation strategies used by American Sign Language-English interpreters to render President Barack Obama's inaugural address,2014,Interpreters Newsletter,,19,,27,44,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920144865&partnerID=40&md5=7dfddd854719d9cafb99496176e52085,"Department of Translation Interpreting and Communication, Ghent University, Ghent, Belgium",51.0465619,3.7279181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0465619,3.7279181
Weishart J.E.,Transcending equality Versus adequacy,2014,Stanford Law Review,66,3,,477,544,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897493822&partnerID=40&md5=d6df20f2be0a449e51e6b2655640ca0c,"Vaal University of Technology, Vanderbijlpark, 1900, South Africa",-26.710505,27.862479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.710505,27.862479
Smith A.,"Think aloud protocols: Viable for teaching, learning, and professional development in interpreting",2014,Translation and Interpreting,6,1,,128,143,,,ti.106201.2014.a07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898443189&doi=ti.106201.2014.a07&partnerID=40&md5=e72c60234411a7d6fe59adc77dbc8592,"Law, University of Durham, United Kingdom",54.7687146,-1.5702711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7687146,-1.5702711
"Adam R., Stone C., Collins S.D., Metzger M.",Deaf Interpreters at Work: International Insights,2014,Deaf Interpreters at Work: International Insights,,,,1,166,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946779892&partnerID=40&md5=5fdadb9bfb6d7ae13cd690a2abe4ef49,"Law and Social Movements at Harvard, Yale, United States",ZERO_RESULTS,ZERO_RESULTS,,"University of Texas Law School, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZERO_RESULTS,ZERO_RESULTS
"Freedman B., Shirley E.",England and the public trust doctrine,2014,Journal of Planning and Environment Law,,8,,839,848,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937683016&partnerID=40&md5=92a1f279a58a6de8aa5a66b581b3a2c5,"School of Languages Literatures, Cultures and Linguistics, Monash University, Melbourne, Australia",-37.9114731,145.1344641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.9114731,145.1344641
Pym A.,Translator associations - from gatekeepers to communities,2014,Target,26,3,,466,491,,1,10.1075/target.26.3.06pym,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929146563&doi=10.1075%2ftarget.26.3.06pym&partnerID=40&md5=0ffd32579d3e68fd76c86491012ff2ae,"Columbia Law School, United States",40.8070804,-73.9602897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8070804,-73.9602897
Hsieh E.,Emerging trends and the corresponding challenges in bilingual health communication,2014,Investigations in Healthcare Interpreting,,,,70,103,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926194927&partnerID=40&md5=d520503d4c9ab3f5ef21a29718f4b1bf,"Gallaudet University, United States",38.908422,-76.9923875,,"St. Catherine University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.908422,-76.9923875
"Debevc M., Stjepanovi? Z., Holzinger A.",Development and evaluation of an e-learning course for deaf and hard of hearing based on the advanced Adapted Pedagogical Index method,2014,Interactive Learning Environments,22,1,,35,50,,2,10.1080/10494820.2011.641673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892995784&doi=10.1080%2f10494820.2011.641673&partnerID=40&md5=bc80e55e4250e8273308cf2af1855779,"West Virginia University College of Law, United States",39.6485157,-79.9586145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6485157,-79.9586145
