Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations 1,geo_latitude,geo_longitude,geo_accuracy,Affiliations 2,Coordinates 2,Affiliations 3,Coordinates 3,Affiliations 4,Coordinates 4,Affiliations 5,Coordinates 5,Affiliation 6,Coordinates 6,Affiliation 7,Coordinates 7,Affiliation 8,Coordinates 8,Affiliation 9,Coordinates 9,Affiliation 10,Coordinates 10,Affiliation 11,Coordinates 11,Affiliation 12,Coordinates 12,Affiliation 13,Coordinates 13,Affiliation 14,Coordinates 14,Affiliation 15,Coordinates 15,Affiliation 16,Coordinates 16,Affiliation 17,Coordinates 17,Lat,Lng
"Debevc M., Stjepanovi? Z., Holzinger A.",Development and evaluation of an e-learning course for deaf and hard of hearing based on the advanced Adapted Pedagogical Index method,2014,Interactive Learning Environments,22,1,,35,50,,2,10.1080/10494820.2011.641673,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892995784&doi=10.1080%2f10494820.2011.641673&partnerID=40&md5=bc80e55e4250e8273308cf2af1855779,"West Virginia University College of Law, United States",39.6485157,-79.9586145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6485157,-79.9586145
"Haynie S.L., Dumas T.L.","The Philippine Supreme Court and regime response, 1970-2000",2014,Asian Journal of Comparative Law,9,1,,173,196,,,10.1515/asjcl-2013-0043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919448877&doi=10.1515%2fasjcl-2013-0043&partnerID=40&md5=d1af3b7c44c1fdfb3d30657b1fed4d03,"Western Oregon University, United States",44.8535953,-123.2404616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8535953,-123.2404616
"Telesetsky A., Anton D.K., Koivurova T.",IcjÕs decision in Australia v. Japan: Giving up the spear or refining the scientific design?,2014,Ocean Development and International Law,45,4,,328,340,,4,10.1080/00908320.2014.957970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925245545&doi=10.1080%2f00908320.2014.957970&partnerID=40&md5=cf34198c003457dde744393287f5d93a,"ESRC Deafness Cognition and Language Research Centre, University College London, London, United Kingdom",51.5243049,-0.1300206,,"Department of Interpretation, Gallaudet University, Washington, DC, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5243049,-0.1300206
Lee J.,A pressing need for the reform of interpreting service in asylum settings: A case study of asylum appeal hearings in South Korea,2014,Journal of Refugee Studies,27,1,fet007,62,81,,2,10.1093/jrs/fet007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896081154&doi=10.1093%2fjrs%2ffet007&partnerID=40&md5=a223a0687e2c2e074e02049e31edb518,"University of Oklahoma, Norman, OK, United States",35.2058936,-97.4457137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2058936,-97.4457137
"Garvey T., Carpenter D.H.",The recess appointment power after Noel Canning v. NLRB: Constitutional implications,2014,Recess Appointment Power: Implications and Analyses of Noel Canning v. NLRB,,,,1,30,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953387716&partnerID=40&md5=a0f2d23564a8b87bfbc5faaafa8a173c,"University of Maribor, Maribor, Slovenia",46.5591885,15.6433073,,"University of Maribor, Maribor, Slovenia",,"Research Unit Human-Computer Interaction, Institute for Medical Informatics, Statistics and Documentation, Medical University Graz, Graz, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5591885,15.6433073
Russo M.,"Testing aptitude for interpreting: The predictive value of oral paraphrasing, with synonyms and coherence as assessment parameters",2014,Interpreting,16,1,,1,18,,,10.1075/intp.16.1.01rus,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905269405&doi=10.1075%2fintp.16.1.01rus&partnerID=40&md5=44aa5d94dbca5f947ae65a40743d7ce1,"Department of History, School of Arts, Languages & Cultures, University of Manchester, Oxford Road, Manchester, United Kingdom",53.4668498,-2.2338837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4668498,-2.2338837
Smith A.,"Think aloud protocols: Viable for teaching, learning, and professional development in interpreting",2014,Translation and Interpreting,6,1,,128,143,,,10.12807/ti.106201.2014.a07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987898808&doi=10.12807%2fti.106201.2014.a07&partnerID=40&md5=41508df670f13e5e58c9964477c46cd6,"Department of Political Science, Louisiana State University, Baton Rouge, LA, United States",30.4131908,-91.1805148,,"University at Albany - SUNY, Albany, NY, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4131908,-91.1805148
Mezcua A.R.,Interpretation and training in medical settings in Spain [Interpretaci—n y formaci—n para los centros sanitarios espanoles],2014,Hermeneus,16,,,265,289,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982102805&partnerID=40&md5=fe8ca98efbed1ae13d32099872165f8b,"College of Law University of Idaho MoscowID, United States",46.7279922,-117.0156062,,"College of Law Australian National University, Canberra, Australia",,"Northern Institute for Environmental and Minority Law (NIEM) University of Lapland, Rovaniemi, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7279922,-117.0156062
Quintero R.G.,Tradition and revolution: An approximation to the culture of constitutional reform in the United States [Tradici—n y revoluci—n: Aproximaci—n a la cultura de la reforma constitucional en Estados Unidos],2014,Juridicas,11,1,,237,261,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930848169&partnerID=40&md5=0084bc064795017b71b990a2af72ea75,"Departamento de Traducci—n y Comunicaci—n, Universitat Jaume i, Spain",39.9945711,-0.0689003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9945711,-0.0689003
"Shores P., Hohenstein C., Keller J.",Deaf and non-deaf research collaboration on Swiss German Sign Language (DSGS) interpreter training in Switzerland,2014,Translation and Interpreting,6,1,,47,59,,,10.12807/ti.106201.2014.a03,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988369894&doi=10.12807%2fti.106201.2014.a03&partnerID=40&md5=22f6ccf1cf3ffa89e0d85cd0bed32574,"Graduate School of Translation and Interpretation, Ewha Womans University, South Korea",37.5618577,126.9468294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5618577,126.9468294
Kolozs B.,Hungary,2014,The Impact of the OECD and UN Model Conventions on Bilateral Tax Treaties,,,,532,548,,,10.1017/CBO9781139095686.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953775329&doi=10.1017%2fCBO9781139095686.019&partnerID=40&md5=10e9f2d4bef672321af7602023360d97,"Western Oregon University, United States",44.8535953,-123.2404616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8535953,-123.2404616
Kadri? M.,Giving interpreters a voice: Interpreting studies meets theatre studies,2014,Interpreter and Translator Trainer,8,3,,452,468,,1,10.1080/1750399X.2014.971485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923224343&doi=10.1080%2f1750399X.2014.971485&partnerID=40&md5=86829010a2f68c956adab8a3144dd667,"Universidad de Cordoba, Spain",37.884806,-4.7873239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.884806,-4.7873239
Szab— C.,Interpreting studies at the crossroads of disciplines,2014,Across Languages and Cultures,15,2,,303,307,,,10.1556/Acr.15.2014.2.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928403955&doi=10.1556%2fAcr.15.2014.2.7&partnerID=40&md5=cae131537a44558593707015f0cf27c6,"Escuela de Derecho, Universidad Sergio Arboleda, Bogot‡, Colombia",4.6609476,-74.0598061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6609476,-74.0598061
"ValdŽs G., Ch‡vez C., Angelelli C., Enright K., Garc’a D., Gonz‡lez M.",The performance of the young interpreters on the scripted task,2014,Expanding Definitions of Giftedness: The Case of Young Interpreters from Immigrant Communities,,,,119,164,,1,10.4324/9781410607249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920844161&doi=10.4324%2f9781410607249&partnerID=40&md5=29adf27e70cc887cbf4dde7e07a45c5d,"Faculty of Law, University of Ljubljana, Slovenia",46.051525,14.511099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.051525,14.511099
"Adam R., Aro M., Druetta J.C., Dunne S., Klintberg J.A.",Deaf interpreters: An introduction,2014,Deaf Interpreters at Work: International Insights,,,,1,18,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920135968&partnerID=40&md5=4cbea885a1afc610ccb2d02e5ea40d23,"Duke University School of Law, United States",35.9999602,-78.9448866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9999602,-78.9448866
ValdŽs G.,The gifts and talents of young interpreters: Implications for researchers and practitioners,2014,Expanding Definitions of Giftedness: The Case of Young Interpreters from Immigrant Communities,,,,165,178,,,10.4324/9781410607249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920781422&doi=10.4324%2f9781410607249&partnerID=40&md5=0a4c749bed8eb94bedea88b0b3b2e072,"Corvinus University of Budapest, Hungary",47.486135,19.057964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.486135,19.057964
"ValdŽs G., Ch‡vez C., Angelelli C., Garc’a D., Gonz‡lez M., Wyman L.","The study of young interpreters: Methods, materials, and analytical challenges",2014,Expanding Definitions of Giftedness: The Case of Young Interpreters from Immigrant Communities,,,,99,118,,3,10.4324/9781410607249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905504869&doi=10.4324%2f9781410607249&partnerID=40&md5=a4560a16c9ba5c16d84b4023c596e86b,"Centre for Translation Studies, University of Vienna, Vienna, Austria",48.2131855,16.3600504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2131855,16.3600504
"Swabey L., Nicodemus B., Moreland C.",An Examination of Medical Interview Questions Rendered in American Sign Language by Deaf Physicians and Interpreters,2014,Investigations in Healthcare Interpreting,,,,104,127,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949266746&partnerID=40&md5=f8a03f72ee8343ea489f672dcc8aecc7,"University of West Hungary, Hungary",47.680273,16.5771422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.680273,16.5771422
"ValdŽs G., Ch‡vez C., Angelelli C.",A performance team: Young interpreters and their parents,2014,Expanding Definitions of Giftedness: The Case of Young Interpreters from Immigrant Communities,,,,63,98,,11,10.4324/9781410607249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920835224&doi=10.4324%2f9781410607249&partnerID=40&md5=e24558fa95345fbd5710cc1c53b172d6,"Stanford University, United States",37.4274745,-122.169719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4274745,-122.169719
Askew L.,A perceived neutrality: An English womanÕs reflections on working as an interpreter for suspect and witness interviews at the international war crimes tribunal for the former Yugoslavia,2014,Interrogation in War and Conflict: A Comparative and Interdisciplinary Analysis,,,,227,242,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955367713&partnerID=40&md5=7b5ad8acbedc1d24a8ff02bb2a321336,"Union County College, Cranford, NJ, United States",40.6676716,-74.3201624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6676716,-74.3201624
"Napier J., Sabolcec J., Hodgetts J., Linderr S., Mundy G., Turcinov M., Warby L.","Direct, interpreter-mediated or translated? A qualitative study of access to preventive and ongoing healthcare information for Australian deaf people",2014,Investigations in Healthcare Interpreting,,,,233,276,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949218128&partnerID=40&md5=93e182c29878eea331cfb322e854d4e0,"Stanford University, United States",37.4274745,-122.169719,,"California Polytechnic State University, United States",,"Heriot-Watt University, United Kingdom",,"San Diego State University, United States",,"University of California, United States",,"University of Texas, United States",,"California State University, United States",,,,,,,,,,,,,,,,,,,,,,37.4274745,-122.169719
"Bontempo K., Goswell D., Levitzke-Gray P., Napier J., Warby L.",Testing times: Toward the professionalization of deaf interpreters in Australia,2014,Deaf Interpreters at Work: International Insights,,,,51,89,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920112544&partnerID=40&md5=4a7576896a997044d4c3622de02dcc01,"ESRC Deafness Cognition and Language Research Centre, University College London, London, United Kingdom",51.5243049,-0.1300206,,"Viparo Oy Helsinki, Finland",,"Centro de Investigaciones en Antropol—gicas Filos—fi cas y Cultural (CIAFIC), Consejo Nacional de Investigaciones Cient’fi cas y TŽcnicas (CONICET), Ciudad Aut—noma de Buenos Aires, Argentina",,"St. JosephÕs School for Deaf Boys, Dublin, Ireland",,"Julia and Juli Kommunikation AB, Stockholm, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,51.5243049,-0.1300206
Kwan U.S.-P.,"Transnational mobility, translation, and transference: The cultural identities of British interpreters in two colonial Asian cities (1840Ð1880)",2014,Translation and Global Asia: Relocating Networks of Cultural Production,,,,265,299,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951849061&partnerID=40&md5=f6eef5a9c1e33a9d96ef81b1f84ac017,"Stanford University, United States",37.4274745,-122.169719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4274745,-122.169719
"Napier J., Wang J.",Measuring bilingual working memory capacity of professional Auslan/English interpreters: A comparison of two scoring methods,2014,Interpreters Newsletter,,19,,45,62,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920113544&partnerID=40&md5=a6d6abc70506aefdd3aa84ac96b2a168,"Stanford University, United States",37.4274745,-122.169719,,"California Polytechnic State University, United States",,"Heriot-Watt University, United Kingdom",,"San Diego State University, United States",,"University of Texas, United States",,"California State University, United States",,"Department of Teaching, Learning, and Sociocultural Studies, University of Arizona, United States",,,,,,,,,,,,,,,,,,,,,,37.4274745,-122.169719
"Bouzid Y., Jemni M.",TuniSigner: A virtual interpreter to learn sign writing,2014,"Proceedings - IEEE 14th International Conference on Advanced Learning Technologies, ICALT 2014",,,6901552,601,605,,3,10.1109/ICALT.2014.176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910050079&doi=10.1109%2fICALT.2014.176&partnerID=40&md5=9da331e2067696fd166e01b642255c74,"St. Catherine University, Minneapolis, MN, United States",44.925308,-93.182822,,"Gallaudet University, Washington, United States",,"University of Texas Health Science Center, San Antonio, TX, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.925308,-93.182822
"Slattery B., Lyons L., Pazmino P.J., Silva B.L., Moher T.",How interpreters make use of technological supports in an interactive zoo exhibit,2014,"Proceedings of International Conference of the Learning Sciences, ICLS",1,January,,198,205,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937883296&partnerID=40&md5=37af5439b9c554f3feb40f8294663d91,"Stanford University, United States",37.4274745,-122.169719,,"California Polytechnic State University, United States",,"Heriot-Watt University, United Kingdom",,"San Diego State University, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4274745,-122.169719
"Del Pozo Trivi–o M.I., Escobar P.ç.",A comparative analysis of resources currently available for training interpreters in gender violence contexts [An‡lisis comparado de los recursos existentes en la actualidad para la formaci—n de intŽrpretes en contextos de violencia de gŽnero],2014,Sendebar,25,,,247,268,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938396477&partnerID=40&md5=03acdae3e04114291956e86eb6155ec0,"University of Nottingham, United Kingdom",52.938636,-1.1951582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.938636,-1.1951582
"Langer T., Wirth S.",Overcoming language barriers with telephone interpreters: First experiences at a German children's hospital [Einsatz von Telefondolmetschern zur †berwindung von Sprachbarrieren - erste Erfahrungen in einer deutschen Kinderklinik],2014,"Zeitschrift fur Evidenz, Fortbildung und Qualitat im Gesundheitswesen",108,5/6/17,,278,282,,1,10.1016/j.zefq.2013.11.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905385887&doi=10.1016%2fj.zefq.2013.11.005&partnerID=40&md5=52cae47140503e5c0632aeb0ec88ffc1,"Gallaudet University, Washington, United States",38.908422,-76.9923875,,"Northern Melbourne Institute of TAFE, Melbourne, Australia",,United States,,United States,,United States,,United States,,United States,,,,,,,,,,,,,,,,,,,,,,38.908422,-76.9923875
Tanguy G.,"The prefects and the law implementation: Critical interpreters? The case of the July 13, 1906 legislation on compulsory weekly rest [Les prŽfets et l'application de la loi. Des interprtes exigeants ? L'exemple de la lŽgislation du 13 juillet 1906 sur le repos hebdomadaire obligatoire]",2014,Droit et Societe,86,1,,77,95,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947277730&partnerID=40&md5=aad2119991c8ecaf2d30e1f4a36656f7,"Department of Linguistics Macquarie University Sydney, NSW, Australia",-33.7738237,151.1126498,,"Community Services Department, Western Australian Deaf Society, Perth, WA, Australia",,"Department of Languages and Intercultural Studies, Heriot-Watt University, Edinburgh, United Kingdom",,"Freelance Deaf Interpreter, Sydney, NSW, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.7738237,151.1126498
"Ivars A.J., Catalayudb D.P., ForŽs M.R.I.",Self-efficacy and language proficiency in interpreter trainees,2014,Interpreter and Translator Trainer,8,2,,167,182,,1,10.1080/1750399X.2014.908552,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923260440&doi=10.1080%2f1750399X.2014.908552&partnerID=40&md5=e6e9c08831cbd623cee53778e66e3ff5,"Division of Nanyang Technological University, Singapore",1.3483099,103.6831347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3483099,103.6831347
Baxter R.N.,Undergraduate interpreter training in the Spanish state: An analytical comparison,2014,Sendebar,25,,,219,246,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938315568&partnerID=40&md5=1be046db0124b1682512144b205f61c5,"Heriot-Watt University, United States",55.9096602,-3.3203494,,"Macquarie University, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.9096602,-3.3203494
"Kiani A., Ebadi H., Farnood Ahmadi F., Masoumi S.",Design and implementation of an expert interpreter system for intelligent acquisition of spatial data from aerial or remotely sensed images,2014,Measurement: Journal of the International Measurement Confederation,47,1,,676,685,,2,10.1016/j.measurement.2013.09.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885495868&doi=10.1016%2fj.measurement.2013.09.038&partnerID=40&md5=6fd92f88289e8953f7fcb5ae317e49c1,"University of Illinois at Chicago, 1240 W. Harrison St., Chicago, IL, United States",41.8748397,-87.6580882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8748397,-87.6580882
Park K.,The interpreter's delivery: A spotlight on user perceptions: The influence of hesitation and self-correction on the user's perception of the interpreter and of the quality of interpretation,2014,Lebende Sprachen,59,2,,276,330,,,10.1515/les-2014-0010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908206582&doi=10.1515%2fles-2014-0010&partnerID=40&md5=375eb70d133bfbcc2031521945a0b26a,"Universidad de Vigo, Spain",42.1694456,-8.6833929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1694456,-8.6833929
Lim L.,Engaging student interpreters in vocabulary building: Web search with computer workbench,2014,ReCALL,26,3,,355,373,,1,10.1017/S0958344014000123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904817074&doi=10.1017%2fS0958344014000123&partnerID=40&md5=f02d28d5e37404844555f72c13f8633f,"Helios Klinikum Wuppertal, Zentrum fŸr Kinder- und Jugendmedizin, FakultŠt fŸr Gesundheit, Heusnerstra§e 40, 42283 Wuppertal, Germany",51.2739793,7.1743301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2739793,7.1743301
